Time,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,label
13.694,0.72,0.74,0.76,0.41,0.69,0.63,0.84,0.68,rest
13.704,0.67,0.72,0.82,0.39,0.57,0.46,0.53,0.27,rest
13.715,0.35,0.39,0.57,0.2,0.17,0.06,0.03,-0.15,rest
13.725,0.06,0.12,0.29,0.1,-0.06,-0.06,-0.2,-0.16,rest
13.735999999999999,-0.38,-0.37,-0.31,-0.33,-0.41,-0.29,-0.54,-0.3,rest
13.745999999999999,-0.58,-0.67,-0.75,-0.68,-0.57,-0.49,-0.72,-0.48,rest
13.757,0.12,-0.04,-0.12,-0.03,0.14,0.0,-0.1,0.0,rest
13.767000000000001,0.44,0.32,0.28,0.33,0.41,0.06,0.07,0.04,rest
13.777000000000001,0.38,0.43,0.43,0.48,0.37,0.17,0.24,0.15,rest
13.788,0.55,0.66,0.72,0.8,0.6,0.7,0.89,0.82,rest
13.798,0.35,0.37,0.52,0.59,0.41,0.6,0.95,0.91,rest
13.808,0.45,0.46,0.65,0.78,0.58,0.81,1.2,1.2,rest
13.819,0.09,0.05,0.13,0.27,0.11,0.35,0.51,0.63,rest
13.829,-2.41,-2.59,-2.78,-2.68,-2.8,-2.8,-3.03,-2.84,rest
13.839,-3.72,-3.74,-4.08,-3.89,-4.1,-4.17,-4.67,-4.45,rest
13.85,-2.64,-2.34,-2.62,-2.35,-2.63,-2.44,-2.91,-2.64,rest
13.86,-2.05,-1.77,-1.93,-1.69,-2.08,-1.74,-2.22,-1.92,rest
13.870999999999999,-0.42,-0.2,-0.32,0.01,-0.56,-0.25,-0.73,-0.52,rest
13.882,1.82,2.02,1.84,2.25,1.76,1.87,1.62,1.63,rest
13.892000000000001,1.96,2.04,1.85,2.04,2.01,1.84,1.86,1.69,rest
13.902000000000001,0.92,0.85,0.84,0.58,1.18,0.86,1.16,0.89,rest
13.912,-0.63,-0.87,-0.63,-1.32,-0.31,-0.63,-0.23,-0.52,rest
13.922,0.06,-0.22,0.23,-0.58,0.41,0.25,0.68,0.39,rest
13.932,2.86,2.48,3.02,2.19,3.27,3.06,3.71,3.27,rest
13.940999999999999,3.54,3.02,3.5,2.68,3.8,3.31,4.05,3.43,rest
13.950999999999999,2.76,2.59,2.86,2.5,2.99,2.67,3.18,2.72,rest
13.963,0.39,0.62,0.55,0.83,0.34,0.39,0.46,0.46,rest
13.974,-1.82,-1.53,-1.83,-1.21,-2.24,-2.08,-2.41,-1.96,rest
13.985,-0.78,-0.52,-0.84,-0.23,-1.04,-0.83,-1.19,-0.58,rest
13.995999999999999,-0.6,-0.59,-0.8,-0.51,-0.79,-0.68,-0.94,-0.56,rest
14.008,-1.44,-1.56,-1.6,-1.48,-1.68,-1.6,-1.79,-1.74,rest
14.019,-0.97,-0.94,-0.96,-0.74,-1.19,-0.87,-1.0,-1.03,rest
14.03,-0.9,-0.75,-0.93,-0.57,-1.22,-0.71,-0.99,-0.8,rest
14.04,-0.57,-0.36,-0.58,-0.16,-0.73,-0.22,-0.6,-0.28,rest
14.050999999999998,0.08,0.17,0.1,0.28,0.19,0.42,0.16,0.31,rest
14.062000000000001,0.43,0.28,0.42,0.22,0.61,0.41,0.27,0.27,rest
14.072000000000001,0.59,0.37,0.61,0.26,0.71,0.3,0.24,0.22,rest
14.083,0.28,0.23,0.42,0.17,0.47,0.05,0.09,0.03,rest
14.093,0.14,0.29,0.37,0.24,0.47,0.2,0.33,0.24,rest
14.104000000000001,-0.04,0.13,0.06,-0.07,0.24,0.2,0.35,0.2,rest
14.114,-0.44,-0.31,-0.48,-0.63,-0.26,-0.27,-0.08,-0.33,rest
14.125,-0.85,-0.89,-0.95,-1.08,-0.8,-1.05,-0.82,-1.17,rest
14.135,-0.59,-0.77,-0.69,-0.76,-0.76,-1.03,-0.81,-1.22,rest
14.145,0.04,-0.15,-0.07,-0.09,-0.34,-0.29,-0.17,-0.41,rest
14.155999999999999,-0.49,-0.62,-0.68,-0.63,-0.99,-0.7,-0.8,-0.68,rest
14.165999999999999,-0.61,-0.49,-0.72,-0.43,-0.85,-0.52,-0.68,-0.33,rest
14.175999999999998,-0.32,-0.14,-0.41,0.03,-0.35,-0.26,-0.37,0.07,rest
14.186,-0.87,-0.87,-1.09,-0.72,-1.02,-1.15,-1.42,-0.99,rest
14.196,-0.24,-0.1,-0.21,0.02,-0.24,-0.11,-0.47,-0.23,rest
14.207,0.93,1.19,1.26,1.27,1.15,1.57,1.4,1.39,rest
14.217,1.15,1.27,1.49,1.24,1.42,1.77,1.95,1.75,rest
14.227,1.02,0.94,1.19,0.87,1.31,1.3,1.8,1.6,rest
14.237,0.45,0.11,0.37,0.04,0.65,0.19,0.73,0.63,rest
14.247,0.71,0.28,0.63,0.18,0.97,0.39,0.9,0.73,rest
14.257,1.78,1.47,1.92,1.38,2.19,1.85,2.25,1.99,rest
14.267000000000001,2.03,1.98,2.33,2.01,2.38,2.31,2.36,2.16,rest
14.277000000000001,1.44,1.74,1.74,1.85,1.53,1.65,1.41,1.34,rest
14.287,-0.6,-0.4,-0.7,-0.41,-1.06,-0.98,-1.37,-1.25,rest
14.297,-2.1,-2.21,-2.58,-2.28,-2.85,-2.78,-3.21,-2.95,rest
14.307,-1.24,-1.38,-1.72,-1.29,-1.68,-1.39,-1.7,-1.49,rest
14.317,-1.31,-1.37,-1.67,-1.3,-1.47,-1.15,-1.45,-1.38,rest
14.327,-1.89,-1.76,-1.95,-1.79,-1.86,-1.65,-1.96,-1.97,rest
14.339,-0.99,-0.69,-0.78,-0.73,-0.82,-0.75,-0.94,-0.86,rest
14.350999999999999,0.03,0.23,0.11,0.11,0.05,-0.1,-0.18,-0.05,rest
14.364,1.05,1.06,1.02,0.94,0.88,0.71,0.78,0.8,rest
14.376,1.06,0.93,1.11,0.96,0.93,0.75,1.0,0.93,rest
14.388,0.12,0.05,0.35,0.16,0.23,-0.0,0.32,0.22,rest
14.401,-0.0,0.14,0.26,0.11,0.2,0.11,0.37,0.28,rest
14.411,0.33,0.51,0.36,0.35,0.29,0.44,0.6,0.49,rest
14.421,0.42,0.53,0.34,0.49,0.38,0.67,0.77,0.68,rest
14.432,-0.17,-0.12,-0.18,-0.02,0.08,0.3,0.36,0.34,rest
14.442,-0.75,-0.81,-0.8,-0.79,-0.49,-0.48,-0.45,-0.42,rest
14.452,-0.7,-0.94,-0.9,-1.0,-0.74,-0.96,-0.9,-0.83,rest
14.463,-0.7,-0.97,-0.85,-0.9,-0.82,-1.18,-1.09,-1.02,rest
14.472999999999999,-0.83,-0.91,-0.66,-0.63,-0.67,-0.92,-0.93,-0.82,rest
14.482999999999999,-0.56,-0.53,-0.17,-0.2,-0.19,-0.28,-0.4,-0.26,rest
14.493,0.49,0.47,0.81,0.68,0.82,0.77,0.65,0.67,rest
14.502,1.36,1.23,1.39,1.26,1.4,1.44,1.26,1.12,rest
14.512,1.55,1.39,1.27,1.28,1.25,1.46,1.15,0.95,rest
14.522,1.15,1.06,0.73,0.87,0.7,1.03,0.76,0.6,rest
14.533,0.19,0.23,-0.14,0.02,-0.1,0.2,0.13,0.03,rest
14.543,-0.3,-0.08,-0.38,-0.23,-0.32,-0.09,0.04,0.02,rest
14.552999999999999,-0.22,0.02,-0.21,-0.08,-0.17,-0.09,0.12,0.25,rest
14.562999999999999,0.24,0.36,0.23,0.27,0.23,0.12,0.33,0.51,rest
14.573,0.54,0.56,0.59,0.51,0.43,0.27,0.4,0.43,rest
14.584000000000001,0.0,0.0,0.23,0.05,-0.15,-0.23,-0.29,-0.38,rest
14.594000000000001,-0.48,-0.41,-0.16,-0.38,-0.58,-0.6,-0.76,-0.77,rest
14.604000000000001,-0.59,-0.56,-0.51,-0.75,-0.77,-0.84,-0.84,-0.72,rest
14.614,-0.57,-0.64,-0.74,-0.95,-0.73,-0.85,-0.65,-0.47,rest
14.624,-0.66,-0.78,-0.75,-0.86,-0.53,-0.73,-0.46,-0.36,rest
14.634,-0.95,-1.02,-0.78,-0.82,-0.54,-0.76,-0.58,-0.61,rest
14.644,-1.01,-0.97,-0.75,-0.69,-0.61,-0.66,-0.63,-0.77,rest
14.654000000000002,-0.65,-0.56,-0.49,-0.29,-0.44,-0.23,-0.35,-0.54,rest
14.664000000000001,0.05,0.1,0.08,0.38,0.29,0.53,0.33,0.28,rest
14.674000000000001,0.66,0.6,0.58,0.85,0.97,0.96,0.77,0.94,rest
14.683,1.19,1.1,0.98,1.16,1.21,1.07,0.92,1.14,rest
14.693,1.44,1.4,1.1,1.2,1.0,0.97,0.79,0.9,rest
14.703,1.2,1.18,0.89,0.93,0.62,0.69,0.51,0.49,rest
14.716,0.75,0.69,0.63,0.61,0.46,0.55,0.49,0.35,rest
14.728,-0.0,-0.11,0.01,0.01,0.07,0.11,0.27,0.04,rest
14.741,-0.52,-0.59,-0.53,-0.52,-0.36,-0.38,-0.13,-0.29,rest
14.753,-0.71,-0.7,-0.71,-0.81,-0.65,-0.74,-0.58,-0.58,rest
14.765999999999998,-0.44,-0.36,-0.31,-0.49,-0.44,-0.51,-0.47,-0.42,rest
14.779000000000002,0.25,0.39,0.48,0.3,0.18,0.27,0.24,0.24,rest
14.789000000000001,0.45,0.62,0.63,0.5,0.34,0.54,0.56,0.52,rest
14.799000000000001,0.09,0.27,0.16,0.19,0.14,0.34,0.49,0.42,rest
14.809000000000001,-0.82,-0.73,-0.84,-0.72,-0.6,-0.52,-0.38,-0.47,rest
14.819,-1.65,-1.69,-1.68,-1.64,-1.45,-1.54,-1.59,-1.63,rest
14.829,-1.65,-1.77,-1.69,-1.79,-1.6,-1.8,-2.02,-1.97,rest
14.839,-1.01,-1.15,-1.02,-1.17,-0.97,-1.17,-1.36,-1.29,rest
14.849,0.03,-0.09,0.11,0.06,0.18,0.08,0.08,0.13,rest
14.859000000000002,0.87,0.74,1.0,0.98,0.94,0.96,1.14,1.17,rest
14.869000000000002,1.21,1.1,1.36,1.32,1.21,1.34,1.55,1.64,rest
14.879000000000001,1.04,0.97,1.1,1.06,1.07,1.17,1.21,1.34,rest
14.889000000000001,0.65,0.63,0.58,0.58,0.61,0.54,0.41,0.52,rest
14.899000000000001,0.42,0.5,0.29,0.38,0.16,0.04,-0.08,0.01,rest
14.909,0.42,0.62,0.33,0.44,-0.01,-0.02,-0.05,0.01,rest
14.919,0.61,0.85,0.59,0.68,0.35,0.45,0.39,0.48,rest
14.929,0.61,0.73,0.45,0.59,0.63,0.7,0.56,0.65,rest
14.94,0.54,0.5,0.23,0.39,0.61,0.59,0.56,0.5,rest
14.95,0.14,0.02,-0.11,-0.02,0.06,0.01,0.11,-0.08,rest
14.96,-0.56,-0.6,-0.59,-0.53,-0.63,-0.69,-0.67,-0.84,rest
14.97,-0.95,-0.86,-0.77,-0.69,-0.8,-0.83,-0.97,-1.02,rest
14.98,-1.14,-1.04,-0.91,-0.89,-0.88,-0.85,-1.05,-1.04,rest
14.99,-0.74,-0.69,-0.59,-0.67,-0.58,-0.54,-0.63,-0.68,rest
15.0,-0.39,-0.45,-0.4,-0.57,-0.57,-0.56,-0.47,-0.59,rest
15.01,-0.21,-0.31,-0.23,-0.45,-0.6,-0.53,-0.41,-0.47,rest
15.02,-0.07,-0.06,0.12,-0.13,-0.27,-0.16,-0.14,-0.11,rest
15.03,-0.66,-0.65,-0.44,-0.63,-0.54,-0.54,-0.59,-0.6,rest
15.04,-0.39,-0.46,-0.29,-0.26,0.09,-0.0,0.09,-0.04,rest
15.050999999999998,0.27,-0.02,0.16,0.22,0.76,0.53,0.83,0.69,rest
15.061,0.28,-0.2,0.02,-0.12,0.57,0.25,0.67,0.65,rest
15.071,1.04,0.8,1.01,0.86,1.5,1.44,1.89,1.97,rest
15.081,1.37,1.55,1.61,1.63,1.81,2.11,2.33,2.46,rest
15.091,0.56,1.01,0.75,1.05,0.61,1.02,0.79,1.03,rest
15.100999999999999,-1.01,-0.61,-1.1,-0.61,-1.33,-1.11,-1.6,-1.29,rest
15.110999999999999,-2.09,-2.0,-2.45,-2.06,-2.62,-2.68,-3.0,-2.88,rest
15.120999999999999,-0.48,-0.46,-0.76,-0.59,-0.97,-1.03,-1.03,-1.13,rest
15.130999999999998,0.94,0.97,0.82,0.74,0.42,0.3,0.3,0.17,rest
15.142000000000001,0.65,0.59,0.6,0.45,0.17,-0.07,-0.23,-0.28,rest
15.154000000000002,0.98,0.99,1.15,1.17,1.0,0.95,0.83,0.86,rest
15.165999999999999,1.04,1.07,1.22,1.21,1.2,1.37,1.26,1.33,rest
15.179,1.45,1.49,1.5,1.35,1.41,1.71,1.54,1.6,rest
15.190999999999999,2.47,2.6,2.59,2.38,2.54,2.86,2.84,2.84,rest
15.204,0.64,0.39,0.54,0.19,0.57,0.46,0.6,0.48,rest
15.216,-2.3,-2.94,-2.63,-3.12,-2.63,-3.17,-3.06,-3.23,rest
15.225999999999999,-2.38,-2.75,-2.42,-2.78,-2.46,-2.86,-2.83,-2.95,rest
15.235999999999999,-0.8,-0.66,-0.54,-0.61,-0.48,-0.61,-0.55,-0.66,rest
15.245999999999999,0.43,0.83,0.77,0.95,1.0,1.0,1.23,1.08,rest
15.255999999999998,0.07,0.33,0.27,0.51,0.62,0.6,0.88,0.75,rest
15.265999999999998,-1.55,-1.57,-1.6,-1.42,-1.27,-1.37,-1.28,-1.32,rest
15.276,-2.19,-2.2,-2.29,-2.06,-2.13,-2.08,-2.19,-2.13,rest
15.286,-1.83,-1.79,-2.0,-1.65,-2.06,-1.81,-2.11,-1.96,rest
15.296,-0.27,-0.15,-0.44,-0.02,-0.59,-0.24,-0.61,-0.38,rest
15.306,2.12,2.38,2.15,2.58,2.07,2.44,2.2,2.5,rest
15.315999999999999,1.84,2.01,1.85,2.11,1.78,1.97,1.75,2.01,rest
15.325999999999999,-0.76,-0.78,-0.89,-0.91,-1.08,-1.08,-1.33,-1.25,rest
15.335999999999999,-2.24,-2.33,-2.36,-2.52,-2.57,-2.6,-2.73,-2.81,rest
15.345999999999998,-1.29,-1.41,-1.3,-1.5,-1.39,-1.38,-1.23,-1.34,rest
15.356,1.59,1.51,1.77,1.61,1.89,1.94,2.4,2.38,rest
15.366,3.93,3.87,4.23,4.05,4.51,4.49,5.15,5.22,rest
15.376,3.7,3.52,3.99,3.58,4.31,4.08,4.89,4.92,rest
15.386,1.37,1.0,1.5,0.86,1.72,1.35,2.13,1.95,rest
15.395999999999999,-1.37,-1.76,-1.54,-2.09,-1.55,-1.93,-1.61,-1.97,rest
15.405999999999999,-2.06,-2.08,-2.33,-2.45,-2.57,-2.74,-3.01,-3.29,rest
15.415999999999999,-0.43,0.01,-0.51,-0.24,-0.82,-0.7,-1.26,-1.27,rest
15.425999999999998,1.15,1.68,1.2,1.49,1.02,1.21,0.62,0.84,rest
15.436,1.33,1.58,1.31,1.53,1.28,1.42,0.93,1.16,rest
15.446,-0.45,-0.67,-0.71,-0.54,-0.86,-0.82,-1.23,-1.15,rest
15.456,-2.51,-2.99,-2.86,-2.82,-3.23,-3.39,-3.77,-3.87,rest
15.466,-1.75,-1.98,-1.82,-1.77,-2.08,-2.23,-2.53,-2.64,rest
15.475999999999999,0.38,0.47,0.58,0.81,0.77,0.79,0.68,0.7,rest
15.485999999999999,0.99,1.25,1.27,1.64,1.77,2.03,2.12,2.17,rest
15.495999999999999,0.19,0.46,0.39,0.7,0.81,1.19,1.43,1.37,rest
15.505,-0.98,-0.85,-0.97,-0.92,-0.78,-0.59,-0.31,-0.46,rest
15.515,-1.7,-1.7,-1.8,-1.94,-1.74,-1.81,-1.58,-1.68,rest
15.525,-1.93,-1.95,-2.0,-2.12,-2.0,-2.2,-2.05,-2.07,rest
15.535,-0.83,-0.73,-0.66,-0.78,-0.73,-0.87,-0.82,-0.74,rest
15.546,1.47,1.68,1.82,1.67,1.76,1.76,1.83,2.05,rest
15.556,2.46,2.48,2.55,2.42,2.55,2.61,2.74,2.96,rest
15.565999999999999,0.82,0.41,0.4,0.32,0.37,0.37,0.38,0.4,rest
15.575999999999999,-1.72,-2.35,-2.31,-2.47,-2.57,-2.69,-2.88,-3.06,rest
15.588,-1.56,-1.87,-1.73,-2.0,-2.18,-2.26,-2.49,-2.63,rest
15.6,1.24,1.5,1.54,1.38,1.21,1.32,1.32,1.4,rest
15.612,2.96,3.43,3.26,3.35,3.3,3.48,3.78,4.0,rest
15.625,2.16,2.44,2.22,2.41,2.58,2.63,3.06,3.23,rest
15.637,0.25,0.26,0.17,0.26,0.59,0.42,0.73,0.8,rest
15.649000000000001,-1.03,-1.15,-1.12,-1.09,-0.85,-1.12,-1.0,-1.04,rest
15.659,-1.29,-1.44,-1.36,-1.32,-1.26,-1.45,-1.51,-1.64,rest
15.669,-0.49,-0.52,-0.42,-0.33,-0.39,-0.39,-0.56,-0.69,rest
15.679,0.94,1.11,1.27,1.41,1.26,1.49,1.25,1.19,rest
15.689,1.29,1.46,1.69,1.76,1.55,1.85,1.52,1.48,rest
15.7,-0.33,-0.39,-0.23,-0.38,-0.52,-0.45,-0.85,-0.91,rest
15.71,-2.41,-2.74,-2.73,-3.0,-3.06,-3.26,-3.64,-3.72,rest
15.719000000000001,-2.13,-2.39,-2.48,-2.59,-2.71,-2.92,-3.09,-3.12,rest
15.728,0.26,0.3,0.22,0.39,0.16,0.2,0.29,0.35,rest
15.738,1.79,2.0,2.0,2.3,2.17,2.4,2.67,2.73,rest
15.747,1.26,1.45,1.47,1.72,1.86,1.98,2.36,2.29,rest
15.755999999999998,-0.45,-0.35,-0.42,-0.28,-0.05,-0.12,0.19,0.01,rest
15.765,-1.77,-1.71,-1.92,-1.97,-1.84,-1.92,-1.87,-1.99,rest
15.776,-1.96,-2.0,-2.26,-2.46,-2.43,-2.45,-2.62,-2.55,rest
15.786,-0.81,-0.91,-1.08,-1.19,-1.17,-1.09,-1.2,-1.04,rest
15.797,1.22,1.22,1.17,1.24,1.35,1.47,1.64,1.79,rest
15.807,2.16,2.22,2.18,2.24,2.42,2.43,2.71,2.86,rest
15.817,0.84,0.76,0.67,0.6,0.71,0.59,0.63,0.8,rest
15.828,-1.02,-1.28,-1.37,-1.56,-1.57,-1.74,-2.01,-1.92,rest
15.838,-0.84,-1.03,-1.04,-1.2,-1.29,-1.37,-1.7,-1.78,rest
15.849,1.02,1.08,1.15,1.08,0.99,1.05,0.9,0.71,rest
15.859000000000002,2.19,2.33,2.54,2.51,2.39,2.43,2.48,2.32,rest
15.87,1.39,1.43,1.81,1.77,1.61,1.5,1.63,1.51,rest
15.88,-0.42,-0.46,-0.08,-0.17,-0.28,-0.52,-0.37,-0.52,rest
15.890999999999998,-1.53,-1.53,-1.34,-1.44,-1.45,-1.7,-1.54,-1.65,rest
15.901,-1.69,-1.56,-1.58,-1.62,-1.63,-1.69,-1.57,-1.54,rest
15.912,-0.48,-0.2,-0.27,-0.23,-0.38,-0.06,-0.01,0.16,rest
15.922,1.5,1.86,1.85,2.02,1.84,2.44,2.39,2.62,rest
15.933,1.95,2.17,2.18,2.46,2.48,3.02,2.77,3.0,rest
15.943,0.21,0.1,0.06,0.24,0.51,0.69,0.31,0.46,rest
15.954,-2.06,-2.45,-2.56,-2.61,-2.18,-2.45,-2.69,-2.79,rest
15.964,-2.36,-2.69,-2.87,-2.96,-2.61,-3.08,-3.01,-3.28,rest
15.975,-0.77,-0.86,-1.08,-0.98,-0.84,-1.18,-0.92,-1.07,rest
15.985,0.52,0.52,0.34,0.6,0.57,0.54,0.74,0.85,rest
15.995999999999999,0.74,0.61,0.57,0.74,0.67,0.75,0.84,1.09,rest
16.007,0.33,0.01,0.12,0.11,0.07,-0.0,0.05,0.24,rest
16.017,-0.08,-0.38,-0.27,-0.32,-0.48,-0.59,-0.54,-0.49,rest
16.028,-0.37,-0.43,-0.49,-0.51,-0.88,-0.8,-0.75,-0.86,rest
16.038,-0.0,0.29,0.09,0.09,-0.31,-0.06,-0.01,-0.21,rest
16.048,1.28,1.82,1.66,1.61,1.42,1.6,1.69,1.46,rest
16.059,1.79,2.21,2.21,2.0,2.04,2.03,2.04,1.78,rest
16.069000000000003,0.07,0.16,0.26,-0.15,0.03,-0.22,-0.4,-0.68,rest
16.08,-2.27,-2.42,-2.37,-2.82,-2.6,-3.09,-3.39,-3.55,rest
16.09,-1.99,-2.15,-2.1,-2.3,-2.14,-2.51,-2.72,-2.67,rest
16.101,0.67,0.68,0.86,0.99,0.99,1.18,1.06,1.25,rest
16.111,2.45,2.63,2.94,3.19,3.04,3.68,3.62,3.81,rest
16.122,1.75,1.94,2.22,2.38,2.28,2.91,3.0,3.21,rest
16.132,-0.22,-0.23,-0.17,-0.12,0.04,0.3,0.53,0.83,rest
16.143,-1.46,-1.74,-1.86,-1.84,-1.52,-1.61,-1.43,-1.15,rest
16.153,-1.52,-1.88,-2.01,-2.0,-1.77,-1.99,-1.98,-1.83,rest
16.164,-0.39,-0.48,-0.54,-0.44,-0.44,-0.57,-0.64,-0.57,rest
16.174,1.28,1.51,1.5,1.81,1.62,1.64,1.68,1.75,rest
16.185,1.6,1.85,1.81,2.18,1.94,1.93,2.12,2.12,rest
16.195,0.09,0.03,-0.1,0.06,-0.16,-0.38,-0.17,-0.32,rest
16.206,-1.66,-2.02,-2.16,-2.29,-2.45,-2.8,-2.81,-3.02,rest
16.215999999999998,-1.39,-1.64,-1.8,-1.99,-1.98,-2.32,-2.51,-2.77,rest
16.226,0.45,0.54,0.34,0.24,0.45,0.29,0.12,-0.27,rest
16.236,1.47,1.73,1.6,1.52,1.76,1.89,1.8,1.42,rest
16.246,0.85,0.98,1.06,0.86,1.02,1.31,1.27,1.05,rest
16.255,-0.37,-0.53,-0.29,-0.64,-0.48,-0.34,-0.33,-0.43,rest
16.265,-1.05,-1.34,-1.1,-1.48,-1.24,-1.34,-1.22,-1.26,rest
16.276,-1.02,-1.26,-1.12,-1.3,-1.14,-1.28,-1.12,-1.01,rest
16.285999999999998,0.05,0.03,0.13,0.24,0.14,0.24,0.36,0.68,rest
16.296,1.55,1.78,1.83,2.13,1.84,2.23,2.33,2.79,rest
16.305999999999997,1.6,1.91,1.89,2.17,1.92,2.27,2.33,2.72,rest
16.316,-0.47,-0.29,-0.32,-0.18,-0.23,-0.31,-0.34,-0.07,rest
16.327,-2.93,-2.96,-3.04,-3.03,-2.92,-3.44,-3.58,-3.41,rest
16.338,-2.29,-2.23,-2.4,-2.31,-2.37,-2.77,-3.05,-2.95,rest
16.349,0.44,0.79,0.63,0.99,0.48,0.63,0.28,0.26,rest
16.36,1.18,1.68,1.59,2.13,1.25,1.77,1.43,1.19,rest
16.372,-0.02,0.44,0.42,0.87,-0.04,0.5,0.16,-0.17,rest
16.383,-1.78,-1.66,-1.65,-1.59,-2.05,-1.89,-2.21,-2.34,rest
16.394000000000002,-2.17,-2.51,-2.52,-2.88,-2.61,-2.94,-3.09,-3.02,rest
16.405,0.1,-0.45,-0.44,-0.99,-0.11,-0.6,-0.36,-0.29,rest
16.415,3.02,2.56,2.63,2.19,3.16,2.96,3.5,3.34,rest
16.426,4.62,4.35,4.51,4.26,5.0,5.2,5.9,5.49,rest
16.436,3.86,3.4,3.67,3.19,4.15,4.36,5.2,4.73,rest
16.447,1.93,1.17,1.43,0.61,1.91,1.75,2.53,2.23,rest
16.457,0.3,-0.18,-0.11,-0.63,0.12,-0.25,0.0,0.06,rest
16.467,-1.93,-1.78,-1.94,-1.73,-2.11,-2.41,-2.85,-2.46,rest
16.477999999999998,-2.83,-2.2,-2.49,-1.74,-2.82,-2.82,-3.52,-2.99,rest
16.488,-1.15,-0.49,-0.72,0.09,-0.94,-0.57,-1.03,-0.53,rest
16.498,-0.19,0.26,0.15,0.77,0.01,0.45,0.29,0.59,rest
16.509,-1.36,-1.15,-1.22,-0.84,-1.45,-1.31,-1.31,-1.32,rest
16.519000000000002,-2.98,-3.07,-3.03,-3.01,-3.43,-3.7,-3.72,-3.88,rest
16.529,-2.66,-2.77,-2.6,-2.77,-2.97,-3.32,-3.48,-3.53,rest
16.54,-0.49,-0.32,-0.16,-0.19,-0.27,-0.3,-0.52,-0.45,rest
16.55,1.4,1.73,1.73,1.78,1.87,2.14,2.03,1.95,rest
16.561,2.0,2.17,2.02,1.93,2.18,2.49,2.45,2.11,rest
16.570999999999998,1.03,0.91,0.84,0.5,0.9,0.97,0.9,0.45,rest
16.582,-0.45,-0.61,-0.58,-0.94,-0.53,-0.73,-0.78,-1.09,rest
16.592,-0.85,-0.89,-0.88,-1.06,-0.88,-1.16,-1.12,-1.16,rest
16.602,0.21,0.29,0.27,0.28,0.18,0.12,0.21,0.36,rest
16.612000000000002,1.92,2.02,2.07,2.16,2.04,2.3,2.39,2.56,rest
16.622,2.45,2.31,2.42,2.46,2.58,2.8,2.93,3.05,rest
16.633,0.78,0.24,0.32,0.25,0.55,0.41,0.55,0.69,rest
16.643,-1.47,-2.16,-2.21,-2.27,-2.08,-2.41,-2.36,-2.25,rest
16.653,-1.64,-2.0,-2.09,-2.0,-2.03,-2.18,-2.16,-2.12,rest
16.662,0.23,0.37,0.38,0.56,0.43,0.58,0.67,0.72,rest
16.672,1.86,2.24,2.26,2.42,2.33,2.59,2.77,2.87,rest
16.682000000000002,1.51,1.87,1.84,1.93,1.98,2.09,2.38,2.45,rest
16.692,-0.26,0.0,-0.02,-0.06,0.11,0.03,0.25,0.26,rest
16.702,-1.71,-1.6,-1.6,-1.73,-1.62,-1.81,-1.77,-1.8,rest
16.713,-2.33,-2.38,-2.35,-2.53,-2.6,-2.77,-2.97,-3.06,rest
16.725,-1.23,-1.22,-1.19,-1.32,-1.6,-1.63,-1.97,-2.08,rest
16.737000000000002,1.11,1.32,1.33,1.43,1.02,1.16,0.82,0.77,rest
16.748,1.79,2.05,1.99,2.28,1.91,2.09,1.8,1.74,rest
16.76,-0.12,-0.09,-0.25,-0.04,-0.23,-0.23,-0.45,-0.62,rest
16.772000000000002,-2.73,-2.99,-3.07,-3.18,-3.1,-3.37,-3.52,-3.61,rest
16.782,-2.96,-3.26,-3.17,-3.44,-3.21,-3.43,-3.48,-3.3,rest
16.793,-0.63,-0.76,-0.65,-0.69,-0.48,-0.31,-0.2,0.1,rest
16.803,1.38,1.47,1.53,1.79,1.93,2.46,2.7,2.89,rest
16.814,1.96,2.07,2.09,2.26,2.52,2.9,3.12,3.22,rest
16.824,1.81,1.63,1.66,1.43,1.87,1.68,1.8,1.78,rest
16.834,1.35,0.97,1.07,0.66,1.02,0.54,0.69,0.4,rest
16.845,0.81,0.65,0.73,0.52,0.52,0.28,0.53,0.08,rest
16.855999999999998,1.1,1.43,1.43,1.53,1.24,1.37,1.65,1.35,rest
16.866,2.05,2.7,2.64,2.92,2.63,2.93,3.24,3.24,rest
16.877,1.94,2.4,2.3,2.52,2.46,2.64,2.94,3.09,rest
16.887999999999998,0.24,0.12,0.07,0.02,0.1,0.0,0.07,0.11,rest
16.898,-1.99,-2.57,-2.58,-2.87,-2.9,-3.21,-3.56,-3.6,rest
16.908,-2.83,-3.3,-3.3,-3.56,-3.74,-3.96,-4.59,-4.53,rest
16.918,-1.76,-1.76,-1.82,-1.77,-2.02,-1.89,-2.48,-2.28,rest
16.928,-0.47,-0.27,-0.4,-0.05,-0.31,0.05,-0.37,-0.14,rest
16.938,-0.53,-0.53,-0.55,-0.18,-0.36,-0.14,-0.41,-0.27,rest
16.948,-1.72,-2.0,-1.86,-1.73,-1.79,-1.94,-2.07,-2.03,rest
16.958,-2.67,-2.91,-2.87,-3.0,-2.93,-3.35,-3.37,-3.35,rest
16.968,-2.42,-2.41,-2.61,-2.76,-2.62,-3.02,-2.91,-2.95,rest
16.979,-0.77,-0.5,-0.68,-0.64,-0.54,-0.61,-0.31,-0.36,rest
