Time Ch1 Ch2 Ch3 Ch4 Ch5 Ch6 Ch7 Ch8 Ch9 Ch10 Ch11 Ch12 Ch13 Ch14
75.741 3.97 -2.66 243.07 4.14 4.32 3.02 1.29 0.53 0.47 -0.50 0.04 -0.57 50.98 -1.02
75.749 2.76 -4.85 248.75 1.01 3.08 1.99 0.52 -0.06 -2.04 -3.09 -2.43 -3.04 49.79 -3.32
75.758 5.47 -1.43 229.42 4.74 4.91 3.85 2.83 2.35 1.57 1.04 1.12 0.72 38.04 0.58
75.766 7.14 1.78 188.68 8.60 4.67 3.64 2.96 2.40 4.73 4.95 4.02 3.97 20.40 3.97
75.774 5.59 1.50 143.47 7.75 1.74 0.85 0.36 -0.17 1.98 2.59 1.06 1.25 9.96 1.43
75.783 2.77 -0.93 109.13 3.27 -1.13 -1.78 -2.01 -2.37 -1.68 -1.17 -2.47 -2.22 6.08 -1.95
75.791 2.53 -0.95 78.82 0.85 -0.96 -1.36 -1.36 -1.55 -2.46 -2.04 -2.89 -2.61 -1.03 -2.45
75.799 4.60 1.68 47.99 1.80 1.42 1.25 1.32 1.31 -0.61 -0.19 -0.80 -0.46 -15.17 -0.53
75.808 3.12 0.78 17.03 -0.44 0.44 0.53 0.62 0.77 0.55 0.75 0.42 0.77 -32.99 0.50
75.816 -0.17 -1.71 -11.99 -4.04 -1.94 -1.65 -1.45 -1.25 -0.63 -0.71 -0.63 -0.38 -46.46 -0.57
75.824 -1.64 -2.18 -34.91 -5.17 -2.37 -1.89 -1.53 -1.30 -0.45 -0.72 -0.14 -0.10 -52.00 0.02
75.832 -2.39 -2.06 -51.37 -5.55 -2.39 -1.73 -1.30 -1.02 0.12 -0.21 0.67 0.57 -50.21 0.85
75.841 -0.78 0.30 -60.76 -3.44 -0.45 0.33 0.69 0.88 -0.08 -0.30 0.48 0.36 -39.95 0.62
75.849 0.70 2.36 -65.29 -1.20 1.36 2.33 2.54 2.59 0.92 0.80 1.32 1.21 -22.67 1.34
75.857 -0.74 1.29 -67.91 -1.69 0.47 1.65 1.67 1.76 1.27 1.21 1.57 1.43 -3.31 1.40
75.866 -1.15 1.01 -66.53 -1.04 0.44 1.58 1.37 1.64 1.56 1.61 1.82 1.72 12.38 1.60
75.874 -0.28 1.79 -60.81 0.56 1.25 2.13 1.86 2.20 2.67 2.82 2.75 2.81 20.83 2.62
75.882 -0.63 1.32 -53.93 0.75 0.46 1.16 1.07 1.27 1.94 2.21 1.87 2.05 21.76 1.91
75.891 -2.74 -0.88 -48.70 -0.59 -2.24 -1.72 -1.64 -1.59 -0.46 0.06 -0.52 -0.36 18.80 -0.29
75.899 -4.50 -2.88 -40.44 -1.94 -4.31 -4.06 -3.97 -3.98 -2.82 -2.15 -2.85 -2.79 18.22 -2.61
75.907 -3.76 -2.64 -23.41 -1.93 -3.35 -3.39 -3.28 -3.34 -3.19 -2.82 -3.19 -3.26 17.21 -3.16
75.916 -3.77 -3.30 -4.49 -3.31 -2.88 -3.16 -2.91 -3.04 -2.38 -2.63 -2.33 -2.57 11.15 -2.58
75.924 -4.10 -4.10 9.04 -4.40 -2.92 -3.41 -3.08 -3.22 -2.92 -3.49 -2.83 -3.12 8.97 -3.15
75.932 -0.94 -1.20 17.64 -1.19 -0.21 -0.96 -0.77 -0.85 -2.28 -2.69 -2.23 -2.39 16.30 -2.41
75.941 2.58 2.19 22.76 2.59 2.58 1.53 1.62 1.57 0.09 -0.10 0.02 0.03 24.87 -0.01
75.949 3.98 3.52 25.68 4.24 3.72 2.67 2.85 2.81 1.75 1.63 1.66 1.88 26.13 1.84
75.957 2.83 2.29 24.50 3.41 2.62 1.92 2.11 2.16 2.33 2.33 2.23 2.57 17.89 2.53
75.966 0.68 0.12 20.86 1.33 0.31 -0.06 -0.05 0.10 1.22 1.33 1.00 1.26 0.01 1.18
75.974 2.52 2.13 20.83 3.00 1.80 1.52 1.32 1.51 0.80 0.93 0.67 0.69 -25.99 0.84
75.982 5.17 5.00 21.01 5.72 4.48 4.10 3.90 4.12 2.40 2.52 2.46 2.30 -44.23 2.71
75.991 2.15 2.01 15.78 2.97 2.14 1.78 1.88 2.11 2.32 2.48 2.45 2.35 -36.90 2.66
75.999 -3.37 -3.75 7.96 -2.72 -3.10 -3.27 -2.96 -2.82 -0.35 -0.04 -0.18 -0.13 -15.89 -0.13
76.007 -4.85 -5.45 3.53 -4.91 -5.18 -5.24 -5.20 -5.29 -3.41 -3.04 -3.26 -3.20 -4.45 -3.43
76.016 -1.73 -2.33 4.73 -2.70 -2.56 -2.54 -2.91 -3.20 -4.01 -3.91 -3.95 -3.95 -2.11 -4.17
76.024 1.39 0.91 6.61 -0.16 0.68 0.86 0.41 0.00 -1.43 -1.75 -1.57 -1.67 3.29 -1.76
76.032 1.98 1.59 6.60 0.23 1.94 2.40 2.14 1.66 0.84 0.11 0.45 0.17 9.74 -0.03
76.041 1.50 1.03 7.73 -0.75 2.21 3.18 3.02 2.54 1.52 0.39 1.21 0.84 9.05 0.40
76.049 1.48 1.04 7.36 -1.01 2.33 3.64 3.44 3.04 2.85 1.63 2.88 2.61 5.72 2.14
76.057 1.38 1.27 -0.27 0.10 1.74 2.82 2.69 2.57 4.26 3.68 4.48 4.46 6.53 4.30
76.066 0.40 0.74 -12.35 1.25 0.14 0.65 0.72 0.95 2.86 3.44 3.10 3.32 7.04 3.59
76.074 -0.83 -0.23 -19.67 1.29 -1.35 -1.42 -1.28 -0.90 -0.59 0.66 -0.48 -0.16 1.99 0.29
76.083 -2.17 -1.60 -18.84 -0.33 -2.43 -2.76 -2.68 -2.30 -2.65 -1.62 -2.59 -2.25 -2.71 -1.80
76.091 -2.25 -1.83 -14.24 -1.13 -2.31 -2.73 -2.71 -2.46 -2.32 -1.64 -2.16 -1.87 -4.17 -1.50
76.099 -0.22 0.14 -9.13 0.62 -0.35 -0.92 -0.96 -0.98 -1.32 -0.90 -1.31 -1.27 -8.48 -1.22
76.108 1.22 1.57 -4.50 1.92 1.17 0.67 0.67 0.55 -0.55 -0.57 -0.87 -1.06 -10.09 -1.28
76.116 -0.06 0.28 -2.68 0.43 0.08 -0.13 -0.04 0.00 -0.18 -0.60 -0.58 -0.81 -3.13 -0.96
76.124 -2.13 -1.91 -2.60 -1.99 -1.97 -1.90 -1.78 -1.58 -1.31 -1.74 -1.47 -1.59 7.14 -1.54
76.133 -1.31 -1.29 0.31 -1.52 -1.17 -0.81 -0.74 -0.54 -1.46 -1.66 -1.22 -1.24 16.82 -1.18
76.141 0.55 0.47 3.63 0.22 0.73 1.17 1.18 1.31 0.85 0.75 1.18 1.15 17.38 1.03
76.149 -0.51 -0.61 3.09 -0.92 -0.38 -0.19 -0.17 -0.06 0.92 0.77 1.05 1.01 4.47 0.81
76.158 -1.65 -1.67 2.02 -2.11 -1.61 -1.83 -1.80 -1.75 -1.30 -1.43 -1.30 -1.26 -12.67 -1.42
76.166 -0.06 -0.06 2.79 -0.48 -0.15 -0.68 -0.60 -0.65 -1.53 -1.59 -1.67 -1.58 -20.73 -1.75
76.175 1.22 1.08 3.04 0.94 1.15 0.62 0.81 0.77 -0.16 -0.11 -0.33 -0.22 -13.20 -0.38
76.183 0.11 -0.14 0.94 0.14 0.12 -0.34 -0.07 -0.07 0.25 0.53 0.24 0.33 -1.46 0.39
76.191 -0.25 -0.44 -1.29 0.22 -0.48 -1.13 -0.84 -0.83 -0.02 0.51 -0.03 0.08 7.99 0.39
76.200 1.54 1.46 -0.56 2.26 1.11 0.39 0.63 0.66 1.01 1.59 0.90 1.08 17.87 1.46
76.208 1.93 1.85 1.91 2.35 1.77 1.36 1.48 1.44 2.11 2.38 2.06 2.14 20.70 2.39
76.216 1.46 1.29 5.30 1.25 1.77 1.86 1.78 1.58 2.06 1.81 2.18 2.03 19.38 2.08
76.225 1.75 1.56 7.58 1.18 2.26 2.69 2.46 2.20 2.07 1.50 2.28 2.05 19.99 2.02
76.233 1.00 0.90 5.42 0.46 1.27 1.71 1.45 1.24 1.20 0.73 1.35 1.23 12.89 1.21
76.241 0.47 0.56 2.64 0.13 0.50 0.91 0.61 0.48 -0.06 -0.25 0.03 0.05 -7.34 -0.01
76.249 -0.40 -0.23 0.48 -0.53 -0.29 0.28 -0.03 -0.07 -0.32 -0.36 -0.25 -0.21 -31.86 -0.38
76.258 -2.19 -2.13 -2.64 -2.23 -2.07 -1.36 -1.60 -1.59 -1.15 -1.17 -1.18 -1.26 -40.26 -1.44
76.266 -1.67 -1.65 -3.31 -1.79 -1.83 -1.14 -1.40 -1.48 -2.23 -2.22 -2.31 -2.43 -28.50 -2.47
76.274 -0.21 -0.10 -2.30 -0.38 -0.67 -0.16 -0.46 -0.59 -1.99 -1.87 -2.05 -2.09 -17.52 -1.99
76.283 0.51 0.68 -1.69 0.55 0.10 0.42 0.22 0.29 -0.20 0.02 -0.29 -0.18 -14.74 -0.13
76.291 -0.32 -0.24 -2.22 -0.09 -0.35 -0.16 -0.15 0.16 1.10 1.32 1.01 1.19 -13.59 1.07
76.299 -2.14 -2.19 -3.53 -1.98 -1.96 -1.94 -1.81 -1.46 -0.45 -0.36 -0.63 -0.47 -6.58 -0.73
76.308 0.45 0.31 -0.47 0.42 0.42 0.22 0.37 0.55 -0.45 -0.48 -0.66 -0.54 9.61 -0.74
76.316 3.52 3.30 3.62 3.39 3.31 2.96 3.13 3.19 2.71 2.57 2.60 2.59 23.54 2.56
76.324 1.06 0.89 2.40 1.00 1.00 0.61 0.82 0.88 2.48 2.27 2.54 2.31 27.78 2.29
76.332 -1.40 -1.35 1.18 -1.43 -1.20 -1.58 -1.36 -1.38 -0.19 -0.48 0.07 -0.24 23.46 -0.35
76.341 -0.95 -0.78 3.34 -1.25 -0.54 -0.94 -0.72 -0.94 -0.61 -1.18 -0.26 -0.60 14.83 -0.70
76.349 0.24 0.36 4.95 -0.17 0.77 0.33 0.59 0.28 0.17 -0.55 0.38 0.06 10.49 0.15
76.357 -0.37 -0.36 1.31 -0.39 0.01 -0.51 -0.21 -0.36 0.10 -0.23 0.01 -0.03 7.82 0.33
76.366 -3.62 -3.70 -6.89 -3.09 -3.62 -4.26 -4.00 -3.86 -2.54 -2.15 -2.79 -2.48 5.49 -2.00
76.374 -4.60 -4.67 -10.82 -3.81 -4.90 -5.51 -5.38 -5.17 -5.48 -4.65 -5.67 -5.21 10.67 -4.87
76.383 -1.99 -1.99 -7.64 -1.42 -2.35 -2.68 -2.70 -2.65 -4.81 -4.09 -4.97 -4.65 20.36 -4.58
76.391 1.42 1.49 -2.61 1.70 1.18 1.33 1.19 1.14 -1.08 -0.65 -1.27 -1.19 24.01 -1.26
76.399 4.26 4.31 1.05 4.43 4.13 4.73 4.52 4.53 3.57 3.80 3.54 3.51 9.73 3.54
76.408 3.51 3.47 1.04 3.43 3.29 4.00 3.73 3.79 4.82 4.82 5.03 5.00 -19.40 5.07
76.416 0.59 0.62 -1.05 0.26 0.33 0.96 0.66 0.69 1.45 1.27 1.77 1.80 -41.70 1.63
76.424 -0.15 0.07 -1.01 -0.47 -0.11 0.38 0.06 0.06 -0.21 -0.41 0.06 0.18 -45.66 -0.25
76.433 -0.64 -0.35 -0.67 -0.91 -0.34 -0.01 -0.34 -0.34 0.35 0.27 0.55 0.59 -35.69 0.25
76.441 -2.07 -1.89 -1.55 -2.27 -1.81 -1.54 -1.70 -1.72 -0.98 -0.95 -0.81 -0.95 -21.06 -0.95
76.449 -0.82 -0.83 0.15 -0.94 -0.73 -0.50 -0.36 -0.44 -1.09 -1.12 -1.01 -1.24 -7.72 -1.06
76.458 2.81 2.79 4.59 2.91 2.95 3.06 3.35 3.24 1.82 1.59 1.76 1.57 1.10 1.62
76.466 4.72 4.82 7.18 5.07 4.98 4.91 5.18 5.07 4.22 3.96 4.12 3.97 1.31 3.86
76.475 4.29 4.43 7.26 4.63 4.47 4.23 4.42 4.39 4.77 4.68 4.69 4.58 -2.06 4.52
76.483 2.41 2.51 5.72 2.70 2.55 2.26 2.42 2.51 3.14 3.31 3.12 3.09 -1.86 3.19
76.491 -0.91 -1.03 2.04 -0.63 -1.00 -1.26 -1.20 -1.08 -0.35 0.04 -0.49 -0.35 1.81 -0.21
76.500 -3.47 -3.85 -0.42 -3.33 -3.97 -4.25 -4.36 -4.29 -3.19 -2.74 -3.57 -3.32 7.72 -3.25
76.508 -3.64 -4.06 1.53 -3.72 -4.09 -4.35 -4.50 -4.50 -3.30 -3.10 -3.64 -3.44 11.90 -3.47
76.516 -3.21 -3.63 4.93 -3.63 -3.41 -3.61 -3.74 -3.83 -2.51 -2.73 -2.64 -2.54 13.51 -2.61
76.525 -4.13 -4.58 5.37 -4.74 -4.19 -4.30 -4.47 -4.59 -4.02 -4.55 -4.07 -4.06 17.08 -4.18
76.533 -4.21 -4.69 4.05 -4.67 -4.23 -4.19 -4.37 -4.47 -5.19 -5.70 -5.26 -5.36 22.64 -5.53
76.541 -1.09 -1.55 4.67 -1.44 -1.22 -1.13 -1.27 -1.32 -2.69 -3.02 -2.82 -2.98 25.79 -3.12
76.549 1.64 1.33 4.82 1.25 1.38 1.39 1.29 1.25 0.22 0.04 0.10 -0.04 25.31 -0.05
76.558 1.97 1.90 2.16 1.68 1.66 1.54 1.53 1.38 0.64 0.65 0.49 0.38 28.26 0.47
76.566 2.44 2.56 -0.61 2.30 2.21 2.01 2.13 2.14 0.65 0.91 0.55 0.57 35.68 0.66
76.574 2.57 2.74 -3.81 2.46 2.50 2.37 2.56 2.91 2.05 2.59 2.37 2.52 36.76 2.66
76.582 2.52 2.68 -7.50 2.41 2.52 2.59 2.65 3.04 3.22 3.86 3.83 4.04 27.61 4.25
76.591 3.80 4.11 -9.51 3.83 3.98 4.19 4.17 4.31 4.22 4.60 4.55 4.71 8.02 4.86
76.599 3.84 4.40 -12.32 4.00 4.15 4.31 4.42 4.33 4.86 4.96 4.82 4.80 -16.49 4.94
76.607 0.97 1.71 -17.66 1.10 1.21 1.21 1.40 1.37 3.09 3.11 2.98 2.78 -34.55 2.95
76.616 -2.86 -2.04 -22.74 -2.69 -2.30 -2.30 -2.02 -1.82 0.61 0.49 0.70 0.41 -52.49 0.52
76.624 -4.88 -4.13 -24.97 -4.56 -3.83 -3.66 -3.13 -2.83 -1.52 -1.74 -1.03 -1.16 -74.84 -1.04
76.632 -4.53 -3.91 -23.44 -4.25 -3.53 -3.22 -2.52 -2.36 -2.70 -3.01 -1.87 -1.67 -95.42 -1.51
76.640 -3.67 -3.03 -18.99 -3.64 -3.12 -2.67 -2.21 -2.41 -2.10 -2.80 -1.34 -1.18 -114.76 -1.18
76.649 -1.27 -0.48 -12.27 -1.31 -1.14 -0.63 -0.78 -1.26 -1.78 -2.82 -1.47 -1.65 -118.41 -1.90
76.657 2.34 3.04 -5.19 2.60 2.18 2.41 1.84 1.50 -0.99 -1.68 -1.27 -1.52 -82.82 -1.75
76.665 3.12 3.53 -0.96 3.89 2.77 2.46 1.93 1.91 0.08 0.27 -0.60 -0.57 -8.58 -0.65
76.674 1.22 1.36 3.72 2.34 0.75 0.09 -0.21 -0.10 -0.07 0.68 -0.84 -0.59 69.97 -0.71
76.682 -0.66 -0.79 13.32 0.50 -1.03 -1.60 -1.76 -1.74 -0.62 0.07 -1.21 -1.00 117.18 -1.30
76.690 -0.31 -0.71 25.94 0.80 -0.45 -0.70 -0.92 -1.06 -1.36 -0.90 -1.70 -1.54 141.79 -1.86
76.699 0.86 0.07 39.16 1.90 0.85 0.84 0.48 0.28 -0.94 -0.67 -1.27 -1.09 155.44 -1.36
76.707 -0.58 -1.80 49.19 0.21 -0.57 -0.43 -0.91 -1.12 -0.90 -0.79 -1.28 -1.26 137.88 -1.55
76.715 -3.00 -4.62 54.70 -2.68 -3.14 -2.93 -3.45 -3.74 -2.65 -2.56 -2.93 -3.17 83.27 -3.41
76.724 -5.03 -7.04 59.70 -5.08 -5.34 -5.13 -5.65 -6.01 -4.22 -4.21 -4.44 -4.84 11.50 -5.02
76.732 -4.70 -6.87 61.22 -5.18 -5.18 -5.00 -5.55 -5.94 -5.61 -5.89 -5.90 -6.34 -48.46 -6.55
76.740 -0.81 -3.11 59.85 -2.00 -1.62 -1.62 -2.15 -2.37 -4.38 -4.94 -4.82 -5.18 -73.67 -5.45
76.749 1.91 -0.58 54.77 0.07 0.88 0.68 0.33 0.46 -1.04 -1.58 -1.35 -1.54 -66.05 -1.68
76.757 4.95 2.59 35.57 2.34 3.91 3.71 3.78 4.22 1.35 0.95 1.51 1.55 -44.77 1.84
76.765 14.82 12.81 19.48 11.58 13.73 13.57 14.14 14.88 9.20 9.00 9.81 10.14 -29.49 10.97
76.774 25.79 24.59 -1.54 22.24 24.79 24.78 25.77 26.71 24.76 25.00 25.78 26.44 -25.14 27.65
76.782 19.92 20.29 -67.30 15.74 19.14 19.69 21.06 22.01 30.00 30.65 31.08 31.77 -25.13 32.78
76.790 -3.03 -0.98 -120.71 -6.04 -3.29 -2.60 -1.35 -0.65 10.70 11.55 11.28 11.63 -27.91 11.91
76.799 -17.53 -14.07 -112.50 -17.08 -16.82 -16.80 -16.23 -16.11 -12.70 -11.84 -12.54 -12.45 -28.18 -12.60
76.807 -17.68 -12.38 -144.08 -15.85 -16.17 -16.42 -15.90 -16.12 -17.09 -16.48 -16.70 -16.59 -18.80 -16.55
76.816 -20.87 -12.51 -268.34 -20.06 -18.67 -18.39 -16.97 -17.12 -14.27 -14.05 -13.28 -13.11 -6.10 -12.68
76.824 -25.03 -14.78 -322.42 -23.14 -22.06 -21.89 -20.12 -20.33 -18.67 -18.84 -17.67 -17.65 0.05 -17.20
76.832 -14.19 -6.97 -149.23 -8.21 -11.37 -12.54 -12.12 -12.65 -19.45 -19.91 -19.36 -19.61 -0.99 -19.59
76.841 6.74 7.50 118.52 14.99 8.24 6.35 4.90 4.09 -5.57 -6.23 -6.45 -6.83 -2.36 -7.29
76.849 14.54 10.29 245.65 20.19 14.59 13.85 11.74 11.02 8.98 8.10 7.40 6.96 -0.18 6.05
76.857 6.20 0.35 231.92 8.28 5.73 6.39 4.61 4.24 7.70 6.96 5.92 5.45 6.02 4.24
76.866 0.89 -4.69 193.03 1.20 0.63 1.57 0.28 0.04 0.40 0.25 -0.74 -1.16 17.87 -2.16
76.874 3.20 -1.87 156.67 1.98 2.74 3.33 2.47 2.16 -0.83 -0.59 -1.29 -1.65 31.07 -2.26
76.883 5.58 1.25 117.23 3.27 4.94 5.21 4.72 4.55 1.63 2.03 1.41 1.21 39.02 0.90
76.891 7.73 4.42 79.41 5.23 7.19 7.38 7.17 7.34 5.76 6.32 5.90 5.96 36.32 5.96
76.899 10.27 7.93 44.20 7.69 9.45 9.45 9.37 9.66 9.28 9.82 9.71 9.91 27.64 10.13
76.908 10.62 9.10 12.00 8.32 9.70 9.29 9.54 9.85 10.82 11.07 11.22 11.36 29.28 11.66
76.916 8.48 7.55 -19.18 6.46 7.32 6.45 7.08 7.46 10.41 10.34 10.89 11.01 34.77 11.45
76.924 6.31 6.00 -44.71 4.44 4.65 3.52 4.10 4.48 6.84 6.59 7.37 7.62 22.85 8.31
76.933 0.98 1.48 -66.59 0.17 -0.11 -0.81 -0.23 0.26 2.65 2.21 3.03 3.32 -14.16 4.08
76.941 -12.54 -11.20 -95.89 -11.92 -13.11 -12.85 -12.25 -11.72 -5.59 -6.45 -5.20 -4.96 -70.02 -4.39
76.950 -22.99 -21.23 -111.45 -22.19 -24.28 -23.21 -23.03 -22.72 -17.90 -18.83 -17.14 -16.74 -108.19 -16.35
76.958 -17.39 -15.72 -85.88 -17.80 -19.26 -17.67 -18.16 -18.23 -18.62 -18.85 -17.57 -17.01 -93.33 -16.65
76.966 -4.92 -3.45 -38.50 -6.45 -5.87 -4.00 -4.90 -5.40 -7.86 -7.28 -7.35 -7.08 -38.87 -6.93
76.975 1.64 3.02 -6.91 0.14 2.48 4.52 3.90 3.29 -0.05 0.74 -0.53 -0.82 12.26 -1.17
76.983 3.43 4.82 -0.61 2.40 4.77 6.57 6.40 5.90 2.61 3.12 1.80 1.36 29.14 0.66
76.991 5.98 7.37 0.77 5.49 7.08 8.20 8.24 7.84 4.15 4.30 3.47 3.30 25.14 2.62
77.000 6.91 8.17 6.02 7.50 8.84 9.37 9.81 9.63 7.23 7.12 6.59 6.52 22.76 5.93
77.008 2.74 3.74 5.23 4.07 4.94 4.89 5.64 5.51 6.28 6.05 5.72 5.49 18.11 4.99
77.016 1.74 2.41 6.21 3.12 3.15 2.29 3.12 2.91 1.98 1.78 1.55 1.24 20.77 0.88
77.025 4.71 5.12 12.13 6.16 5.53 3.75 4.73 4.56 4.04 3.81 3.64 3.34 36.82 3.07
77.033 3.47 3.67 12.51 5.19 3.99 1.34 2.45 2.44 4.47 4.11 4.15 3.94 46.62 3.80
77.041 -0.72 -0.85 10.18 1.22 -0.08 -3.32 -1.99 -1.70 -0.30 -0.58 -0.33 -0.33 48.24 -0.22
77.050 -6.63 -7.21 6.12 -5.13 -6.36 -9.91 -8.61 -8.19 -4.88 -4.85 -4.54 -4.43 45.43 -4.14
77.058 -7.29 -8.16 6.10 -6.70 -8.09 -11.51 -10.90 -10.62 -9.63 -9.43 -9.26 -9.19 29.69 -8.81
77.066 -0.98 -1.88 14.17 -1.17 -2.48 -5.04 -5.34 -5.26 -7.08 -6.89 -7.14 -7.19 -1.01 -6.91
77.075 -1.75 -2.74 14.87 -2.65 -3.58 -4.63 -5.62 -5.57 -3.41 -3.35 -3.95 -4.07 -38.37 -4.09
77.083 -3.58 -4.89 14.46 -4.65 -4.44 -3.60 -4.70 -4.02 -4.03 -3.78 -4.37 -4.29 -60.59 -4.21
77.091 2.90 1.57 25.36 2.00 3.89 6.19 5.30 6.64 3.71 4.84 4.30 4.73 -61.18 5.52
77.100 7.96 7.03 30.74 6.84 9.23 11.85 10.74 11.89 11.29 13.03 12.59 13.13 -56.02 14.43
77.108 8.35 7.75 19.03 7.31 8.55 10.96 9.20 10.04 8.87 10.05 10.35 10.90 -43.08 12.00
77.116 6.49 5.94 -1.50 6.00 5.54 7.94 5.39 6.36 5.10 5.27 6.87 7.52 -21.45 8.27
77.125 5.89 5.52 -13.51 5.84 4.30 6.79 3.77 4.58 5.01 4.46 6.65 7.20 -10.76 7.66
77.133 5.28 5.44 -12.74 5.14 3.44 5.81 3.17 2.74 5.97 5.02 6.25 6.08 -12.99 5.87
77.141 -1.05 -0.44 -13.67 -1.58 -2.97 -0.75 -2.15 -4.02 0.15 -1.03 -1.31 -2.20 -1.44 -3.37
77.150 -4.97 -4.27 -14.46 -5.18 -5.66 -3.22 -2.90 -4.92 -5.31 -6.41 -7.38 -8.30 39.88 -9.84
77.158 -5.34 -4.55 -11.25 -5.02 -4.12 -1.56 0.18 -1.25 -2.16 -2.83 -3.76 -4.36 86.03 -5.60
77.166 -10.70 -9.77 -13.54 -10.51 -8.72 -6.67 -4.30 -5.41 -4.43 -4.74 -5.60 -6.10 102.45 -6.99
77.175 -14.36 -13.45 -16.03 -14.31 -12.28 -11.20 -8.65 -9.70 -11.52 -11.59 -12.47 -12.99 88.56 -13.65
77.183 -11.06 -10.37 -11.63 -10.93 -9.04 -9.35 -6.82 -7.89 -10.88 -10.59 -11.48 -11.82 60.65 -12.14
77.191 -3.48 -2.99 -4.00 -3.06 -1.68 -3.75 -1.35 -2.36 -4.55 -4.05 -4.63 -4.66 18.00 -4.48
77.200 2.38 2.91 0.99 3.26 3.92 0.01 2.30 1.49 2.43 2.74 2.62 2.79 -35.35 3.20
77.208 -2.32 -1.85 -4.65 -1.34 -1.54 -6.96 -4.73 -5.36 -0.44 -0.47 -0.40 -0.19 -76.17 -0.09
77.216 -3.16 -3.07 -8.34 -2.32 -3.50 -9.70 -7.51 -7.75 -10.16 -10.32 -9.91 -9.52 -96.93 -9.62
77.225 16.03 15.72 8.00 16.80 14.85 9.05 11.06 11.51 0.08 0.01 1.14 1.95 -100.94 2.27
77.233 26.35 26.05 15.78 27.30 24.65 20.36 22.00 22.95 21.63 21.39 23.06 24.10 -101.98 24.70
77.241 2.82 2.87 -13.67 3.94 0.11 -2.43 -1.43 -0.40 13.21 11.94 13.80 14.58 -119.97 14.54
77.250 -21.81 -21.79 -39.64 -21.31 -25.54 -26.58 -26.72 -25.64 -18.06 -20.01 -18.18 -17.71 -113.80 -18.27
77.258 -10.91 -11.38 -14.41 -11.38 -13.69 -13.08 -14.88 -13.58 -22.39 -23.25 -21.99 -21.54 -29.54 -21.27
77.266 17.49 16.87 37.40 16.65 17.25 19.61 15.98 17.23 8.76 9.47 9.24 9.37 96.30 10.66
77.275 19.42 18.97 53.57 18.68 20.94 24.72 20.10 21.00 27.71 28.84 27.00 26.32 172.10 27.35
77.283 -3.55 -4.00 28.16 -4.00 -1.34 3.54 -0.62 0.49 9.85 10.55 8.45 7.26 154.55 7.46
77.291 -7.74 -8.40 15.85 -8.32 -5.27 0.68 -2.85 -0.62 -5.50 -4.74 -5.87 -6.67 103.53 -6.45
77.299 7.13 6.17 24.84 5.42 8.82 15.49 11.41 14.90 7.39 8.97 8.81 8.80 78.89 9.68
77.308 6.75 5.79 18.26 3.99 6.87 13.19 7.89 11.59 16.88 18.70 18.66 18.85 53.90 19.68
77.316 -6.45 -7.09 -0.51 -9.16 -7.28 -2.43 -7.70 -5.40 3.42 4.54 3.87 3.58 10.53 3.46
77.324 -12.08 -12.30 -10.13 -13.65 -12.40 -9.74 -12.50 -12.68 -12.65 -12.35 -13.61 -14.47 -28.34 -15.48
77.333 -5.63 -5.56 -7.87 -5.84 -4.93 -4.92 -3.56 -6.42 -13.15 -13.24 -14.55 -15.64 -49.97 -16.92
77.341 -2.30 -2.54 -9.48 -2.56 -2.22 -5.12 0.07 -4.82 -7.31 -7.28 -8.05 -8.71 -61.48 -9.81
77.349 -11.83 -12.28 -24.19 -12.58 -13.29 -18.80 -11.44 -17.33 -13.28 -13.29 -13.51 -13.60 -75.56 -14.63
77.358 -10.81 -10.72 -27.48 -10.65 -12.42 -19.48 -11.93 -17.56 -21.82 -22.36 -22.47 -22.39 -72.98 -23.62
77.366 10.20 10.87 -10.94 11.88 9.46 2.18 8.58 4.75 -11.51 -12.28 -12.14 -11.73 -30.21 -12.76
77.374 30.67 31.74 5.25 33.36 30.86 24.57 29.22 27.95 17.03 16.52 17.31 18.42 27.46 18.37
77.382 27.85 29.07 -1.62 30.33 28.05 23.40 26.44 27.54 35.72 35.24 36.59 38.15 48.91 39.05
77.391 -9.58 -8.16 -44.55 -7.52 -9.66 -12.57 -10.52 -7.89 12.96 11.89 13.72 15.27 11.64 16.29
77.399 -37.95 -35.89 -73.64 -35.30 -37.10 -37.91 -37.03 -34.29 -25.24 -26.58 -24.43 -23.12 -36.77 -22.23
77.407 -16.05 -13.64 -40.90 -13.60 -14.49 -12.73 -13.89 -12.01 -20.00 -20.74 -18.94 -18.03 -37.01 -16.90
77.416 15.59 17.60 8.61 16.90 17.46 21.50 18.36 19.36 16.42 16.34 16.80 16.80 -6.41 17.98
77.424 11.66 12.93 18.55 12.35 14.05 19.01 15.07 15.77 24.91 25.03 24.15 23.12 6.23 23.77
77.432 -14.96 -14.34 -3.49 -14.57 -13.05 -8.79 -12.52 -11.88 -2.55 -2.50 -3.57 -4.85 -7.18 -4.88
77.441 -17.74 -17.38 -3.91 -17.16 -16.39 -13.22 -16.70 -16.56 -21.40 -21.66 -22.66 -23.83 -18.01 -24.46
77.449 4.76 4.46 23.82 5.30 5.88 8.51 5.49 5.39 -7.88 -8.35 -9.71 -10.99 -4.82 -12.06
77.457 3.56 1.74 27.50 2.93 3.71 5.99 4.28 4.95 4.88 4.81 3.77 2.74 16.43 1.84
